program,size,threads,runs_total,runs_kept,elapsed_mean,elapsed_std,elapsed_ci95,rss_kb_mean,task_clock_ms_mean,cpus_utilized_mean
pearson,128,1,5,5,0.02,0.0,0.0,17740.8,14.248,71.24000000000001
pearson,256,1,5,5,0.08,0.0,0.0,17817.6,82.824,103.52799999999999
pearson,512,1,5,5,0.4699999999999999,5.551115123125783e-17,4.8657669403646546e-17,17779.2,508.038,108.096
pearson,1024,1,5,4,3.3275,0.008291561975888524,0.008125730736370754,24073.0,3627.5274999999997,109.0175
